,Times,min_velocity,max_velocity
1003,15.029999999999786,5959.860502036623,15030.509329799921
1004,15.039999999999786,5954.235107151351,15028.617914769466
1005,15.049999999999786,5948.614816519856,15026.726408052751
1006,15.059999999999786,5942.999640282,15024.834809649778
1007,15.069999999999785,5937.3895885776365,15022.943119560547
1008,15.079999999999785,5931.784671546629,15021.051337785057
1009,15.089999999999785,5926.18489932884,15019.15946432331
1010,15.099999999999785,5920.590282064124,15017.267499175305
1011,15.109999999999784,5915.000829892342,15015.37544234104
1012,15.119999999999784,5909.416552953358,15013.483293820518
1013,15.129999999999784,5903.837461387031,15011.59105361374
1014,15.139999999999784,5898.2635653332145,15009.6987217207
1015,15.149999999999784,5892.694874931776,15007.806298141404
1016,15.159999999999783,5887.131400322571,15005.913782875848
1017,15.169999999999783,5881.573151645462,15004.021175924037
1018,15.179999999999783,5876.020139040305,15002.128477285965
1019,15.189999999999783,5870.472372646964,15000.235686961638
1020,15.199999999999783,5864.929862605297,14998.342804951051
1021,15.209999999999782,5859.392619055163,14996.449831254205
1022,15.219999999999782,5853.860652136422,14994.556765871102
1023,15.229999999999782,5848.333971988937,14992.663608801742
1024,15.239999999999782,5842.812588752566,14990.770360046121
1025,15.249999999999782,5837.296512567165,14988.877019604244
1026,15.259999999999781,5831.7857535726,14986.983587476108
1027,15.269999999999781,5826.280321908725,14985.090063661713
1028,15.27999999999978,5820.780227715408,14983.196448161063
1029,15.28999999999978,5815.2854811325,14981.302740974153
1030,15.29999999999978,5809.7960922998645,14979.408942100985
1031,15.30999999999978,5804.312071357363,14977.515051541559
1032,15.31999999999978,5798.833428444856,14975.621069295874
